ID,Specie,Year,Month,Author,Locality,Latitude,Longitude,Depth..m.,Area..m2.,Estimated.coordinates,Reference,ANP,Estimated.Area,Area.Loss,Loss.Index,Pollution,Coastal.Modification,Biological.Resource.Use,MHWs,Protection.Level,Validation,Threat.index,Red.List.Category,Zone,State,Region,
242,Ruppia maritima,1986-1988,January-June,Ramirez-Garcia y Lot,Punta Arenas,26.9,-111.95,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",No,DD,DD,NA,1,1,0,0.985410801,1,0.5,0.747568467,CR,Bahia Concepcion,Baja California Sur,Central Gulf,
243,Zostera marina,2006,May,Wilder,Palo Fierro,28.95,-112.22,DD,DD,No,ASU_Plants,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0.5,0.253263374,NT,Canal del Infiernillo ,Sonora,Central Gulf,
244,Zostera marina,2006,May,Wilder,Palo Fierro,29.02,-112.2,DD,DD,No,ARIZ,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0.5,0.253263374,NT,Canal del Infiernillo ,Sonora,Central Gulf,
245,Zostera marina,2006,May,Wilder,Palo Fierro,29.02,-112.2,DD,DD,No,ASU_Plants,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0.5,0.253263374,NT,Canal del Infiernillo ,Sonora,Central Gulf,
246,Zostera marina,2006,May,Wilder,Palo Fierro,29.02,-112.23,DD,DD,No,BCMEX,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0.5,0.253263374,NT,Canal del Infiernillo ,Sonora,Central Gulf,
247,Zostera marina,2009,June,Lopez-Calderon et al.,Palo Fierro,29.023,-112.198,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
248,Zostera marina,2010,May,Lopez-Calderon et al.,Palo Fierro,29.023,-112.198,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
249,Halodule wrightii,1983,July,Aguilar-Rosas y Lopez-Ruelas,Playa Baviri,25.57,-109.12,3,DD,No,"Halodule wrightii ASCHERS (Potamogetonales:Cymodocea) en la Bahia Topolobampo, Sinaloa, Mexico",Sitio Ramsar Lagunas de Santa María-Topolobampo-Ohuira,DD,DD,NA,1,1,1,0.567699002,0.5,0.5,0.761283167,CR,Topolobampo,Sinaloa,Southern Gulf,
250,Ruppia maritima,1983,July,Aguilar-Rosas y Lopez-Ruelas,Playa Baviri,25.57,-109.12,3,DD,No,"Halodule wrightii ASCHERS (Potamogetonales:Cymodocea) en la Bahia Topolobampo, Sinaloa, Mexico",Sitio Ramsar Lagunas de Santa María-Topolobampo-Ohuira,DD,DD,NA,1,1,1,0.567699002,0.5,0,0.677949834,CR,Topolobampo,Sinaloa,Southern Gulf,
251,Zostera marina,1983,July,Aguilar-Rosas y Lopez-Ruelas,Playa Baviri,25.57,-109.12,3,DD,No,"Halodule wrightii ASCHERS (Potamogetonales:Cymodocea) en la Bahia Topolobampo, Sinaloa, Mexico",Sitio Ramsar Lagunas de Santa María-Topolobampo-Ohuira,DD,DD,NA,1,1,1,0.567699002,0.5,0,0.677949834,CR,Topolobampo,Sinaloa,Southern Gulf,
252,Zostera marina,1992,February,Sanchez-Lizaso y Riosmena-Rodriguez,Punta Arenas,26.78,-111.86,DD,DD,No,"Macroalgas epifitas de Zostera marina en Bahia Concepcion,  B.C.S. Mexico",No,DD,DD,NA,1,1,0,0.985410801,1,0,0.664235134,CR,Bahia Concepcion,Baja California Sur,Central Gulf,
253,Zostera marina,1992,March,Riosmena-Rodriguez y Sanchez-Lizaso,Punta Arenas,26.78,-111.86,DD,DD,No,"Macroalgas epifitas de Zostera marina en Bahia Concepcion,  B.C.S. Mexico",No,DD,DD,NA,1,1,0,0.985410801,1,0,0.664235134,CR,Bahia Concepcion,Baja California Sur,Central Gulf,
254,Zostera marina,1992,May,Riosmena-Rodriguez y Sanchez-Lizaso,Punta Arenas,26.78,-111.86,DD,DD,No,El limite sur de distribucion de Zostera marina L. y Phyllospadix torreyi W. para el noroeste mexicano,No,DD,DD,NA,1,1,0,0.985410801,1,0,0.664235134,CR,Bahia Concepcion,Baja California Sur,Central Gulf,
255,Zostera marina,1994,December,Riosmena-Rodriguez y Sanchez-Lizaso,Punta Arenas,26.78,-111.86,DD,DD,No,El limite sur de distribucion de Zostera marina L. y Phyllospadix torreyi W. para el noroeste mexicano,No,DD,DD,NA,1,1,0,0.985410801,1,0,0.664235134,CR,Bahia Concepcion,Baja California Sur,Central Gulf,
256,Zostera marina,1994,December,Riosmena-Rodriguez y Sanchez-Lizaso,Punta Arenas,26.78,-111.86,DD,DD,No,"Macroalgas epifitas de Zostera marina en Bahia Concepcion,  B.C.S. Mexico",No,DD,DD,NA,1,1,0,0.985410801,1,0,0.664235134,CR,Bahia Concepcion,Baja California Sur,Central Gulf,
257,Zostera marina,1995,April,Riosmena-Rodriguez y Sanchez-Lizaso,Punta Arenas,26.78,-111.86,DD,DD,No,El limite sur de distribucion de Zostera marina L. y Phyllospadix torreyi W. para el noroeste mexicano,No,DD,DD,NA,1,1,0,0.985410801,1,0,0.664235134,CR,Bahia Concepcion,Baja California Sur,Central Gulf,
258,Zostera marina,1995,January-July,Santamaria-Gallegos et al.,Punta Arenas,26.78,-111.86,DD,DD,Yes,"Ciclo de crecimiento y fenologia de la fanerogama Zostera marina L. en Punta Arena, Bahia Concepcion, B.C.S., Mexico",No,DD,DD,NA,1,1,0,0.985410801,1,0,0.664235134,CR,Bahia Concepcion,Baja California Sur,Central Gulf,
259,Zostera marina,1995,May,Santamaria-Gallegos et al.,Punta Arenas,26.78,-111.86,DD,DD,Yes,"Ciclo de crecimiento y fenologia de la fanerogama Zostera marina L. en Punta Arena, Bahia Concepcion, B.C.S., Mexico",No,DD,DD,NA,1,1,0,0.985410801,1,0,0.664235134,CR,Bahia Concepcion,Baja California Sur,Central Gulf,
260,Zostera marina,1994,December,Santamaria-Gallegos et al.,Punta Arenas,26.779,-111.867,DD,DD,Yes,Temporal coincidence of the anu,No,DD,DD,NA,1,1,0,0.985410801,1,0.5,0.747568467,CR,Bahia Concepcion,Baja California Sur,Central Gulf,Central Gulf
261,Zostera marina,2009,June,Lopez-Calderon et al.,Punta Arenas,26.78,-111.86,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,No,DD,DD,NA,1,1,0,0.985410801,1,0,0.664235134,CR,Bahia Concepcion,Baja California Sur,Central Gulf,
262,Ruppia maritima,2010,August,Lopez-Calderon et al.,Punta Arenas,26.79,-111.86,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,No,DD,DD,NA,1,1,0,0.985410801,1,0.5,0.747568467,CR,Bahia Concepcion,Baja California Sur,Central Gulf,
263,Ruppia maritima,2010,May,Lopez-Calderon et al.,Punta Arenas,26.78,-111.86,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,No,DD,DD,NA,1,1,0,0.985410801,1,0,0.664235134,CR,Bahia Concepcion,Baja California Sur,Central Gulf,
264,Zostera marina,2010,May,Lopez-Calderon et al.,Punta Arenas,26.79,-111.86,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,No,DD,DD,NA,1,1,0,0.985410801,1,0.5,0.747568467,CR,Bahia Concepcion,Baja California Sur,Central Gulf,
265,Zostera marina,1986-1988,January-June,Ramirez-Garcia y Lot,Punta Arenas,26.78,-111.86,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",No,DD,DD,NA,1,1,0,0.985410801,1,0,0.664235134,CR,Bahia Concepcion,Baja California Sur,Central Gulf,
266,Zostera marina,1994,December,Santamaria-Gallegos et al.,Punta Arenas,26.78,-111.86,DD,DD,Yes,"Ciclo de crecimiento y fenologia de la fanerogama Zostera marina L. en Punta Arena, Bahia Concepcion, B.C.S., Mexico",No,DD,DD,NA,1,1,0,0.985410801,1,0,0.664235134,CR,Bahia Concepcion,Baja California Sur,Central Gulf,
267,Zostera marina,2000-2002,November-May,Muniz-Salazar et al.,Punta Arenas,26.78,-111.86,DD,DD,No,Population genetic structure of annual and perennial populations of Zostera marina along the Pacific coast of Baja California and the Gulf of California,No,DD,DD,NA,1,1,0,0.985410801,1,0,0.664235134,CR,Bahia Concepcion,Baja California Sur,Central Gulf,
268,Ruppia maritima,1973,June,Felger y Schneider,Punta Chueca,29.01,-112.16,DD,DD,Yes,MEXU,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
269,Halodule wrightii,1980,June-November,Felger et al.,Punta Chueca,29.01,-112.16,DD,DD,No,Plant life of a desert archipelago: Flora of the Sonora Islands in the Gulf of California.,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
270,Halodule wrightii,1973,October,Felger,Punta Chueca,29.01,-112.16,DD,DD,No,ARIZ,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0.5,0.253263374,NT,Canal del Infiernillo ,Sonora,Central Gulf,
271,Halodule wrightii,1973,October,Felger et al.,Punta Chueca,29.01,-112.16,DD,DD,No,MEXU,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
272,Halodule wrightii,1980,October,Felger et al.,Punta Chueca,29.01,-112.16,DD,DD,Yes,Plant life of a desert archipelago: Flora of the Sonora Islands in the Gulf of California.,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
273,Ruppia maritima,1979,January,Mc Millan y Phillips,Punta Chueca,29.08,-112.25,5,DD,No,"Halodule wrigthii ASCHERS in the Sea of Cortez, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0.5,0.253263374,NT,Canal del Infiernillo ,Sonora,Central Gulf,
274,Zostera marina,1979,January,Mc Millan y Phillips,Punta Chueca,29.08,-112.25,5,DD,No,"Halodule wrigthii ASCHERS in the Sea of Cortez, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0.5,0.253263374,NT,Canal del Infiernillo ,Sonora,Central Gulf,
275,Halodule wrightii,1979,January,Mc Millan y Phillips,Punta Chueca,29.08,-112.25,5,DD,No,"Halodule wrigthii ASCHERS in the Sea of Cortez, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0.5,0.253263374,NT,Canal del Infiernillo ,Sonora,Central Gulf,
276,Halodule wrightii,1980,June,Felger et al.,Punta Chueca,29.01,-112.16,DD,DD,Yes,Plant life of a desert archipelago: Flora of the Sonora Islands in the Gulf of California.,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
277,Zostera marina,1983,DD,McMillan,Punta Chueca,29.01,-112.16,DD,DD,No,Seed germination for an annual form of Zostera marina form the sea of Cortez,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
278,Zostera marina,1985,May,Valencia et al.,Punta Chueca,29.01,-112.16,DD,DD,Yes,Nutritive value of Zostera marina and cardon (Pachycereus pringlei) as consumed by the Seri Indians In Sonora Mexico,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
279,Zostera marina,1996,November,Meling-Lopez & Ibarra-Obando,Punta Chueca,29.01,-112.16,DD,DD,No,Annual life cycles of two Zostera marina L. populations in the Gulf of California: contrasts in seasonality and reproductive effort,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
280,Zostera marina,1997,November,Meling-Lopez & Ibarra-Obando,Punta Chueca,29.01,-112.16,DD,DD,No,Annual life cycles of two Zostera marina L. populations in the Gulf of California: contrasts in seasonality and reproductive effort,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
281,Zostera marina,2000,March-April,Torre-Cosio,Punta Chueca,29.01,-112.16,DD,DD,Yes,Inventario y monitoreo del Canal del Infiernillo para el co-manejo de los recursos marinos en el territorio Seri. Golfo de California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
282,Halodule wrightii,2007,July,Wilder et al.,Punta Chueca,29.01,-112.16,DD,DD,Yes,"New plant discoveries for Sonoran Islands, Gulf of California Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
283,Halodule wrightii,2007,July,Felger et al.,Punta Chueca,29.01,-112.16,DD,DD,Yes,Plant life of a desert archipelago: Flora of the Sonora Islands in the Gulf of California.,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
284,Ruppia maritima,2007,October,Felger et al.,Punta Chueca,29.01,-112.16,DD,DD,No,Plant life of a desert archipelago: Flora of the Sonora Islands in the Gulf of California.,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
285,Halodule wrightii,1996-1997,November-May,Meling-Lopez & Ibarra-Obando,Punta Chueca,29.01,-112.16,2,DD,Yes,Annual life cycles of two Zostera marina L. populations in the Gulf of California: contrasts in seasonality and reproductive effort,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
286,Zostera marina,1996-1997,November-May,Meling-Lopez & Ibarra-Obando,Punta Chueca,29.01,-112.16,2,DD,Yes,Annual life cycles of two Zostera marina L. populations in the Gulf of California: contrasts in seasonality and reproductive effort,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
287,Zostera marina,2000-2001,October-May,Basurto,Punta Chueca,29.01,-112.16,DD,DD,Yes,Biological and ecological mechanisms supporting marine self-governance: the Seri callo de hacha fishery in Mexico,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
288,Zostera marina,2000,March-April,Torre-Cosio,Punta Conic,29.18,-112.26,DD,DD,Yes,Inventario y monitoreo del Canal del Infiernillo para el co-manejo de los recursos marinos en el territorio Seri. Golfo de California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.561044279,0.5,0,0.176840713,NT,Canal del Infiernillo ,Sonora,Central Gulf,
289,Zostera marina,2000,March-April,Torre-Cosio,Punta Ohna,29.07,-112.19,DD,DD,Yes,Inventario y monitoreo del Canal del Infiernillo para el co-manejo de los recursos marinos en el territorio Seri. Golfo de California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
290,Ruppia maritima,2009,October,Lopez-Calderon et al.,Punta Ohna,29.07,-112.19,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
291,Ruppia maritima,2010,August,Lopez-Calderon et al.,Punta Ohna,29.07,-112.19,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
292,Zostera marina,2000,March-April,Torre-Cosio,Punta Santa Rosa,28.97,-112.16,DD,DD,Yes,Inventario y monitoreo del Canal del Infiernillo para el co-manejo de los recursos marinos en el territorio Seri. Golfo de California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora ,Central Gulf,
293,Zostera marina,2007,December,Felger,Punta Santa Rosa,28.97,-112.17,DD,DD,No,UNISON:USON,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0.5,0.253263374,NT,Canal del Infiernillo ,Sonora ,Central Gulf,
294,Zostera marina,2000,March-April,Torre-Cosio,Punta Tormenta,29.02,-112.2,DD,DD,Yes,Inventario y monitoreo del Canal del Infiernillo para el co-manejo de los recursos marinos en el territorio Seri. Golfo de California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0.5,0.253263374,NT,Canal del Infiernillo ,Sonora ,Central Gulf,
295,Zostera marina,2007,October,Felger,Punta Tormenta,29.02,-112.2,5,DD,No,ARIZ,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0.5,0.253263374,NT,Canal del Infiernillo ,Sonora ,Central Gulf,
296,Zostera marina,2009,June,Lopez-Calderon et al.,Punta Tormenta,29.02,-112.2,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0.5,0.253263374,NT,Canal del Infiernillo ,Sonora ,Central Gulf,
297,Ruppia maritima,2009,October,Lopez-Calderon et al.,Punta Tormenta,29.02,-112.2,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0.5,0.253263374,NT,Canal del Infiernillo ,Sonora ,Central Gulf,
298,Ruppia maritima,2010,August,Lopez-Calderon et al.,Punta Tormenta,29.02,-112.2,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0.5,0.253263374,NT,Canal del Infiernillo ,Sonora ,Central Gulf,
299,Zostera marina,2010,May,Lopez-Calderon et al.,Punta Tormenta,29.02,-112.2,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0.5,0.253263374,NT,Canal del Infiernillo ,Sonora ,Central Gulf,
300,Ruppia maritima,1986-1988,January-June,Ramirez-Garcia y Lot,Punta Tormenta,29.02,-112.2,0.15,DD,Yes,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0.5,0.253263374,NT,Canal del Infiernillo ,Sonora ,Central Gulf,
301,Halodule wrightii,1986-1988,January-June,Ramirez-Garcia y Lot,Punta Tormenta,29.02,-112.2,1,DD,Yes,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0.5,0.253263374,NT,Canal del Infiernillo ,Sonora ,Central Gulf,
302,Zostera marina,1986-1988,January-June,Ramirez-Garcia y Lot,Punta Tormenta,29.02,-112.2,3,DD,Yes,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0.5,0.253263374,NT,Canal del Infiernillo ,Sonora ,Central Gulf,
303,Zostera marina,1985,April,Valencia et al.,Punta Vibora,29.16,-112.19,DD,DD,Yes,Nutritive value of Zostera marina and cardon (Pachycereus pringlei) as consumed by the Seri Indians In Sonora Mexico,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.561044279,0.5,0,0.176840713,NT,Canal del Infiernillo ,Sonora ,Central Gulf,
304,Zostera marina,1996,November,Meling-Lopez & Ibarra-Obando,Punta Vibora,29.16,-112.19,DD,DD,No,Annual life cycles of two Zostera marina L. populations in the Gulf of California: contrasts in seasonality and reproductive effort,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.561044279,0.5,0,0.176840713,NT,Canal del Infiernillo ,Sonora ,Central Gulf,
305,Zostera marina,1997,November,Meling-Lopez & Ibarra-Obando,Punta Vibora,29.16,-112.19,DD,DD,No,Annual life cycles of two Zostera marina L. populations in the Gulf of California: contrasts in seasonality and reproductive effort,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.561044279,0.5,0,0.176840713,NT,Canal del Infiernillo ,Sonora ,Central Gulf,
306,Zostera marina,2000,March-April,Torre-Cosio,Punta Vibora,29.16,-112.19,DD,DD,Yes,Inventario y monitoreo del Canal del Infiernillo para el co-manejo de los recursos marinos en el territorio Seri. Golfo de California,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.561044279,0.5,0,0.176840713,NT,Canal del Infiernillo ,Sonora ,Central Gulf,
307,Zostera marina,1996-1997,November-May,Meling-Lopez & Ibarra-Obando,Punta Vibora,29.16,-112.19,5,DD,Yes,Annual life cycles of two Zostera marina L. populations in the Gulf of California: contrasts in seasonality and reproductive effort,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.561044279,0.5,0,0.176840713,NT,Canal del Infiernillo ,Sonora ,Central Gulf,
308,Zostera marina,2009,June,Lopez-Calderon et al.,Punta Xpanams,29.06,-112.22,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora ,Central Gulf,
309,Zostera marina,2010,May,Lopez-Calderon et al.,Punta Xpanams,29.06,-112.22,DD,DD,Yes,Zostera marina meadows from the Gulf of California conservation status,Sitio Ramsar Canal del Infiernillo y esteros del territorio Comcaac (Xepe Coosot),DD,DD,NA,0,0,0,0.519580241,0.5,0,0.16993004,NT,Canal del Infiernillo ,Sonora,Central Gulf,
310,Ruppia maritima,1997,DD,Leon de la Luz et al.,San Jose del Cabo,23.06,-109.68,DD,DD,Yes,Floristic composition of the San Jose del Cabo Oasis. Baja California Sur. Mexico,No,DD,DD,NA,1,1,1,1,1,1,1,CO,Los Cabos,Baja California Sur,Southern Gulf,
311,Ruppia maritima,1986-1988,January-June,Ramirez-Garcia y Lot,San Jose del Cabo,23.05,-109.68,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",No,DD,DD,NA,1,1,1,1,1,1,1,CO,Los Cabos,Baja California Sur,Southern Gulf,
312,Ruppia maritima,2009,DD,Meling-Lopez,Santa Barbara,26.7,-109.64,DD,DD,No,Com.Pers.,Sitio Ramsar Humedales de Yavaros – Moroncarit,DD,DD,NA,1,0,1,0.555925262,0.5,0.5,0.59265421,EN,Laguna Yavaros-Moroncarit,Sonora,Central Gulf,
313,Halodule wrightii,1987,DD,Aguilar-Rosas y Lopez-Ruelas,Topolobampo,25.56,-109.11,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Lagunas de Santa María-Topolobampo-Ohuira,DD,DD,NA,1,1,1,0.567699002,0.5,0.5,0.761283167,CR,Topolobampo,Sinaloa,Southern Gulf,
314,Ruppia maritima,1987,DD,Ramirez-Garcia y Lot,Topolobampo,25.56,-109.11,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Lagunas de Santa María-Topolobampo-Ohuira,DD,DD,NA,1,1,1,0.567699002,0.5,0,0.677949834,CR,Topolobampo,Sinaloa,Southern Gulf,
315,Zostera marina,1986-1988,DD,Ramirez-Garcia y Lot,Topolobampo,25.57,-109.05,DD,DD,No,"La distribucion del manglar y de los pastos marinos en el Golfo de California, Mexico",Sitio Ramsar Lagunas de Santa María-Topolobampo-Ohuira,DD,DD,NA,1,0,1,0.567699002,0.5,0.5,0.5946165,EN,Topolobampo,Sinaloa,Southern Gulf,
316,Zostera marina,1970,February,Ortega et al.,Yavaros-Moroncarit,26.7,-109.53,DD,DD,Yes,MEXU,Sitio Ramsar Humedales de Yavaros – Moroncarit,DD,DD,NA,1,0,1,0.555925262,0.5,0.5,0.59265421,EN,Laguna Yavaros-Moroncarit,Sonora,Central Gulf,
317,Zostera marina,1977,February,Ortega et al.,Yavaros-Moroncarit,26.68,-109.48,DD,DD,No,MEXU,Sitio Ramsar Humedales de Yavaros – Moroncarit,DD,DD,NA,1,0,1,0.57921679,0.5,1,0.679869465,CR,Laguna Yavaros-Moroncarit,Sonora,Central Gulf,
318,Ruppia maritima,2009,DD,Meling-Lopez,Yavaros-Moroncarit,26.69,-109.56,DD,DD,No,Com.Pers.,Sitio Ramsar Humedales de Yavaros – Moroncarit,DD,DD,NA,1,0,1,0.555925262,0.5,0.5,0.59265421,EN,Laguna Yavaros-Moroncarit,Sonora,Central Gulf,
